sample_id,prompt,expected_answer,model_response,predicted_answer,is_correct,task_type,temperature,top_p,top_k,repetition_penalty
104, Q: A coin is heads up. sukhtaj flips the coin. heymi does not flip the coin. joei flips the coin. bernadeta flips the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped by a person who was in possession of an item that had previously become",yes,False,factual,0.4199999999468673,0.8649999999933584,42,1.170000000013283
105, Q: A coin is heads up. kariona does not flip the coin. norbie flips the coin. tequilla flips the coin. jandiel flips the coin.  Is the coin still heads up? ,no,"No, it's flipped by lindy in a new way (a bit). The coins are",no,True,emotional,0.6719999999694175,0.8964999999961771,49,1.1070000000076456
106, Q: A coin is heads up. sook flips the coin. laytonsr does not flip the coin. audria does not flip the coin. aleatra does not flip the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped (or ""turned"" if you will) but now its only head",yes,False,emotional,0.6691999999823972,0.8961499999977997,49,1.1077000000044006
107, Q: A coin is heads up. mitali does not flip the coin. nahja does not flip the coin. darcey-lee flips the coin. bourgeois flips the coin.  Is the coin still heads up? ,yes,"Yes, it's a head down (the coins are flipped). It has no effect on other players",yes,True,factual,0.3861199999898682,0.8607649999987335,42,1.178470000002533
108, Q: A coin is heads up. teuton does not flip the coin. savvy flips the coin. alisina does not flip the coin. janalis does not flip the coin.  Is the coin still heads up? ,no,The headup command indicates that there has been a change of position within an entity's control over this,unknown,False,emotional,0.6627319999941682,0.895341499999271,49,1.1093170000014578
109, Q: A coin is heads up. habeeba does not flip the coin. orminda does not flip the coin. nermina flips the coin. alamanno does not flip the coin.  Is the coin still heads up? ,no,"The head of a large quantity cannot be flipped by any algorithm, and this could lead to an infinite",no,True,emotional,0.6618051999966433,0.8952256499995804,49,1.109548700000839
110, Q: A coin is heads up. ljuba flips the coin. tykeia flips the coin. methyl flips the coin. charle flips the coin.  Is the coin still heads up? ,yes,"No, it has been flip'd from one side to the other by a random number generator (not",no,False,emotional,0.6610657199980678,0.8951332149997585,49,1.1097335700004831
111, Q: A coin is heads up. shma flips the coin. maïwen does not flip the coin. camerota flips the coin. kaweh flips the coin.  Is the coin still heads up? ,no,"Yes, it's on its way to head down and we're going into a state of excitement right",yes,False,emotional,0.6885602919988879,0.898570036499861,49,1.1028599270002781
112, Q: A coin is heads up. neale does not flip the coin. naadrah does not flip the coin. chuka flips the coin. erdene flips the coin.  Is the coin still heads up? ,yes,"No, it's just that you can't see what goes on in its head until after a certain",no,False,emotional,0.6911431211993598,0.89889289014992,49,1.10221421970016
113, Q: A coin is heads up. akaila flips the coin. teriyana does not flip the coin. peyton-rose flips the coin. vite flips the coin.  Is the coin still heads up? ,no,"Yes, it has a head and tail position in its hand after being flipped (as seen below).",yes,False,emotional,0.6940769133196315,0.899259614164954,49,1.1014807716700923
114, Q: A coin is heads up. aristeu does not flip the coin. chee does not flip the coin. rode flips the coin. lashone does not flip the coin.  Is the coin still heads up? ,no,"Yes, as you will see below in more detail later on this page. We know that coins have",yes,False,emotional,0.6973780326517878,0.8996722540814734,49,1.100655491837053
115, Q: A coin is heads up. seretta flips the coin. gursewak flips the coin. buzbee flips the coin. ellingston flips the coin.  Is the coin still heads up? ,yes,"Yes, but it has been flipped and no longer a head down position (see above). We assume",yes,True,emotional,0.6982598067170779,0.8997824758396347,49,1.1004350483207306
116, Q: A coin is heads up. uberto does not flip the coin. whited flips the coin. newlin does not flip the coin. calida does not flip the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped by a valid non-zero change of state from its original position in",yes,False,emotional,0.6989714752688496,0.8998714344086063,49,1.1002571311827876
117, Q: A coin is heads up. farhod flips the coin. rayne flips the coin. virgiliu flips the coin. landi flips the coin.  Is the coin still heads up? ,yes,"Yes, it remains as head-up when a new player enters play! However, if you go",yes,True,emotional,0.6994609314637714,0.8999326164329714,49,1.1001347671340571
118, Q: A coin is heads up. vickers flips the coin. encarna does not flip the coin. devan flips the coin. steingerður flips the coin.  Is the coin still heads up? ,no,"No, it's head down and has no face on it because there are two coins in front of",no,True,emotional,0.6996692213449698,0.8999586526681213,49,1.1000826946637576
119, Q: A coin is heads up. rubyann does not flip the coin. kaylar does not flip the coin. briggsiii does not flip the coin. deshown does not flip the coin.  Is the coin still heads up? ,yes,"yes, it has been flipped a number of times and this time around there have been no more than",yes,True,emotional,0.699810162807759,0.8999762703509698,49,1.1000474592980602
120, Q: A coin is heads up. milbrodt does not flip the coin. hernandez-ocampo flips the coin. mladenko does not flip the coin. lobell does not flip the coin.  Is the coin still heads up? ,no,"No, and no one has ever flipped a cross or an omelette as head down! Mil",no,True,emotional,0.69989403156165,0.8999867539452062,49,1.1000264921095875
121, Q: A coin is heads up. jakeith does not flip the coin. kennesha flips the coin. pettigrew does not flip the coin. lundin does not flip the coin.  Is the coin still heads up? ,no,"No, it's a change of state from head to tail as we saw above (i've only",no,True,emotional,0.6999373415714378,0.8999921676964298,49,1.1000156646071406
122, Q: A coin is heads up. debets does not flip the coin. arsaluis does not flip the coin. marileysis does not flip the coin. davyd flips the coin.  Is the coin still heads up? ,no,"The coins are now in a state of equilibrium and they can be flipped without any issues, but there",no,True,factual,0.4199641535940846,0.8649955191992605,42,1.1700089616014788
123, Q: A coin is heads up. aelred flips the coin. bloxsom does not flip the coin. danka does not flip the coin. zearl flips the coin.  Is the coin still heads up? ,yes,"Yes, as long you keep on flipping coins when it's time to take your turn and never do",yes,True,emotional,0.6719795526727171,0.8964974440840896,49,1.1070051118318207
124, Q: A coin is heads up. aley flips the coin. yomira flips the coin. burrel does not flip the coin. rocray flips the coin.  Is the coin still heads up? ,no,"Yes, and you're in control of it at this point. You can only move one-handed",yes,False,emotional,0.6691881047838238,0.896148513097978,49,1.107702973804044
125, Q: A coin is heads up. viccky does not flip the coin. ithan flips the coin. malvina flips the coin. frena flips the coin.  Is the coin still heads up? ,no,"No, but there's no reason to believe that this would ever happen again in any way other than",no,True,emotional,0.6661131811050625,0.8957641476381328,49,1.1084717047237345
126, Q: A coin is heads up. belen does not flip the coin. jossalynn does not flip the coin. eftichia does not flip the coin. cândido does not flip the coin.  Is the coin still heads up? ,yes,"No, it has been flipped by a different person in order to determine if there are any other coins",no,False,emotional,0.6907280838561602,0.89884101048202,49,1.1023179790359598
127, Q: A coin is heads up. quarterman does not flip the coin. shaqueel does not flip the coin. cadie flips the coin. aarron flips the coin.  Is the coin still heads up? ,yes,"The coins are now at their respective positions and will remain that way until they reach full capacity, whichever",no,False,emotional,0.6926029369745046,0.899075367121813,49,1.1018492657563739
128, Q: A coin is heads up. delgado-sanchez does not flip the coin. ishrana does not flip the coin. vandalia flips the coin. tulin flips the coin.  Is the coin still heads up? ,yes,"It's no longer in its head state, and it may have been flipped too soon to see how",no,False,emotional,0.6949444201935726,0.8993680525241966,49,1.101263894951607
129, Q: A coin is heads up. pulvermuller flips the coin. krisalynn flips the coin. sirrý flips the coin. hommer flips the coin.  Is the coin still heads up? ,yes,"yes, it has been for some time now! The coins have become much more common in recent years",yes,True,emotional,0.6978275441024236,0.899728443012803,49,1.1005431139743942
130, Q: A coin is heads up. burdell does not flip the coin. neidlinger does not flip the coin. harshdeep flips the coin. tahni flips the coin.  Is the coin still heads up? ,yes,"Yes, it's now head down (the last bit of information). The first time you see a",yes,True,factual,0.41853749012705005,0.8648171862658812,42,1.1703656274682375
131, Q: A coin is heads up. kennise does not flip the coin. eeshal flips the coin. hildemarie does not flip the coin. gunilla flips the coin.  Is the coin still heads up? ,yes,"No, it's only one of those three things that makes a ""head down"" sign so there",no,False,emotional,0.6711309454423046,0.8963913681802881,49,1.107217263639424
132, Q: A coin is heads up. arbie flips the coin. taylor-jake flips the coin. airel does not flip the coin. beyer-radford flips the coin.  Is the coin still heads up? ,no,"yes, and if you have one of those coins in your hand that has two tails it will go",yes,False,emotional,0.6687495979671778,0.8960936997458973,49,1.1078126005082056
133, Q: A coin is heads up. jerion does not flip the coin. sallyanne does not flip the coin. herber flips the coin. raybert does not flip the coin.  Is the coin still heads up? ,no,"Yes, it remains as a head if you want to keep on going until after your turn starts and",yes,False,emotional,0.6658418033536532,0.8957302254192067,49,1.1085395491615868
134, Q: A coin is heads up. winters flips the coin. caskie flips the coin. yerika does not flip the coin. aytunç flips the coin.  Is the coin still heads up? ,no,"No, it's just that there are more coins in circulation and they're less popular at present than",no,True,emotional,0.6905722346763135,0.8988215293345392,49,1.1023569413309215
135, Q: A coin is heads up. naami flips the coin. buil does not flip the coin. jivonnee flips the coin. orgera does not flip the coin.  Is the coin still heads up? ,yes,"No, it's tails down! There are no coins left in a bowl at this point because of",no,False,emotional,0.6925163635997144,0.8990645454499644,49,1.1018709091000716
136, Q: A coin is heads up. vendula flips the coin. sindy flips the coin. wanya flips the coin. marzario does not flip the coin.  Is the coin still heads up? ,no,"Yes, it's headed down (or ""up"" if you prefer). The coins are now in",yes,False,factual,0.4148930401629681,0.8643616300203709,42,1.171276739959258
137, Q: A coin is heads up. aaliyah-mae does not flip the coin. kaelia does not flip the coin. dinnall flips the coin. renfrow does not flip the coin.  Is the coin still heads up? ,no,"Yes, but in such cases it's possible to lose by flipping coins and thus gain some value on",yes,False,emotional,0.6697981638438995,0.8962247704804874,49,1.107550459039025
138, Q: A coin is heads up. yolandi flips the coin. reut flips the coin. blagg flips the coin. alouise does not flip the coin.  Is the coin still heads up? ,no,"Yes, but it has to be taken out of play with an empty hand and then moved by a",yes,False,emotional,0.6677207567606581,0.8959650945950822,49,1.1080698108098355
139, Q: A coin is heads up. domanico does not flip the coin. aaliyah-mae flips the coin. xzaveon does not flip the coin. kaytor flips the coin.  Is the coin still heads up? ,yes,"yes, it's head down - no you are holding something (the coins) that was already in",yes,True,emotional,0.6652411960767525,0.8956551495095941,49,1.1086897009808119
140, Q: A coin is heads up. youngman does not flip the coin. amose does not flip the coin. mekeel does not flip the coin. dakim flips the coin.  Is the coin still heads up? ,no,"No, it's just that there are no coins on top of this one (which means its tails",no,True,emotional,0.690276011668131,0.8987845014585163,49,1.1024309970829673
141, Q: A coin is heads up. dyako flips the coin. lacey-jade does not flip the coin. dymple does not flip the coin. maci-leigh does not flip the coin.  Is the coin still heads up? ,no,"It's a head down, but it looks like one of its tails (or vice versa). That",unknown,False,emotional,0.6923237964505541,0.8990404745563192,49,1.1019190508873615
142, Q: A coin is heads up. arvester flips the coin. legate flips the coin. rahmon does not flip the coin. jamarii flips the coin.  Is the coin still heads up? ,no,"It's a bit of an odd situation because when you have this kind ""fairy tale"" about",unknown,False,emotional,0.6947841004195436,0.8993480125524429,49,1.1013039748951141
143, Q: A coin is heads up. elifils flips the coin. gunnlaugur does not flip the coin. balachandran does not flip the coin. sheaira does not flip the coin.  Is the coin still heads up? ,no,"Yes, it's headed down and will be facing right if you turn your head to look at them",yes,False,emotional,0.6977383908538228,0.8997172988567279,49,1.1005654022865443
144, Q: A coin is heads up. gautious does not flip the coin. ulaş flips the coin. maybritt does not flip the coin. tasneem does not flip the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped by a person who did some work on that piece of paper and found",yes,False,factual,0.418484628772392,0.864810578596549,42,1.170378842806902
145, Q: A coin is heads up. alacyia does not flip the coin. adarien does not flip the coin. calmas flips the coin. eilise flips the coin.  Is the coin still heads up? ,yes,"It doesn't seem to be head up at all, but it's probably a bit lower than in",unknown,False,emotional,0.6711007120045758,0.8963875890005719,49,1.107224821998856
146, Q: A coin is heads up. tanyetta flips the coin. jep flips the coin. marijayne does not flip the coin. garbrand flips the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped by a player or object and remains in its original position on screen when",yes,False,emotional,0.668732373163079,0.8960915466453849,49,1.1078169067092303
147, Q: A coin is heads up. kiara-rae flips the coin. metsky does not flip the coin. ximenna does not flip the coin. radame does not flip the coin.  Is the coin still heads up? ,no,"Yes, it's a head down! The coins are all in one place at once and there isn",yes,False,factual,0.38583177139400465,0.8607289714242505,42,1.1785420571514988
148, Q: A coin is heads up. lozin flips the coin. zsolway flips the coin. shirishty does not flip the coin. jhace does not flip the coin.  Is the coin still heads up? ,yes,"Yes, it has been flipped by a number of coins in this game (see below). The first",yes,True,factual,0.3825664856561659,0.8603208107070206,42,1.1793583785859585
149, Q: A coin is heads up. surguine flips the coin. anuel does not flip the coin. adryauna flips the coin. awbrey does not flip the coin.  Is the coin still heads up? ,yes,"No, it's been in our system for about 20 years now and we're actually making some changes",no,False,emotional,0.6337130630213249,0.8917141328776657,48,1.1165717342446688
150, Q: A coin is heads up. yaralis does not flip the coin. ahjahnae does not flip the coin. agamvir flips the coin. abud-aleem flips the coin.  Is the coin still heads up? ,yes,"Yes, it has been flipped by a person with no authority or experience in such matters as money laundering",yes,True,emotional,0.6302111320071495,0.8912763915008937,48,1.1174472169982126
151, Q: A coin is heads up. evalinde flips the coin. bethke flips the coin. coraleen does not flip the coin. chaurice does not flip the coin.  Is the coin still heads up? ,yes,"Yes, it was in a state of confusion when I did that analysis (and as you can see",yes,True,emotional,0.654649068068464,0.894331133508558,48,1.111337732982884
152, Q: A coin is heads up. kemalettin flips the coin. farookh flips the coin. alvester does not flip the coin. poseidon does not flip the coin.  Is the coin still heads up? ,yes,"The coins are no longer headed up and there's nothing to see, so it doesn't matter what",no,False,emotional,0.6818573263096938,0.8977321657887117,49,1.1045356684225767
153, Q: A coin is heads up. majano-mairena flips the coin. leonice does not flip the coin. fillingim flips the coin. delyle flips the coin.  Is the coin still heads up? ,no,"It's a head down, but it might be headed back to its starting position in this situation (",unknown,False,emotional,0.6866717526385306,0.8983339690798163,49,1.1033320618403673
154, Q: A coin is heads up. nokomis flips the coin. malieka flips the coin. horace flips the coin. shakora flips the coin.  Is the coin still heads up? ,yes,"The coins are not in this state, but they have a small bit of head left over from when",no,False,emotional,0.6923178147016688,0.8990397268377086,49,1.1019205463245827
155, Q: A coin is heads up. chiglinsky flips the coin. turi flips the coin. dalee flips the coin. eriqua flips the coin.  Is the coin still heads up? ,yes,"No, it's not that way! It just happens when you're in a game where there are",no,False,emotional,0.6960846893649892,0.8995105861706236,49,1.1009788276587527
156, Q: A coin is heads up. teage does not flip the coin. jeyden flips the coin. marjona does not flip the coin. selene flips the coin.  Is the coin still heads up? ,yes,"No, it's tails down (the one before). It doesn't have to be that way for",no,False,emotional,0.6975074256705187,0.8996884282088149,49,1.1006231435823703
157, Q: A coin is heads up. sheniece does not flip the coin. patsi does not flip the coin. beavers does not flip the coin. sarom flips the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped at some point in time and no matter what happens to its head we",yes,False,emotional,0.6985909929737176,0.8998238741217147,49,1.1003522517565707
158, Q: A coin is heads up. morrel does not flip the coin. chrishae does not flip the coin. catya does not flip the coin. elvera flips the coin.  Is the coin still heads up? ,no,"Yes, and if it's going to be face down you should never put a head on something that",yes,False,emotional,0.6992183108009224,0.8999022888501154,49,1.1001954222997694
159, Q: A coin is heads up. coleten does not flip the coin. jabaay does not flip the coin. khrystina flips the coin. dionisia does not flip the coin.  Is the coin still heads up? ,no,It's currently set to 0 if you change it from head down and vice versa (0 otherwise).,unknown,False,emotional,0.6995316729445158,0.8999414591180646,49,1.100117081763871
160, Q: A coin is heads up. shikera flips the coin. lowanna does not flip the coin. triinu does not flip the coin. jitendr does not flip the coin.  Is the coin still heads up? ,no,"Yes, it will be as head down until all coins are gone (since a lot of people may",yes,False,emotional,0.6997340976719155,0.8999667622089894,49,1.100066475582021
161, Q: A coin is heads up. hurain flips the coin. sices flips the coin. azaryia flips the coin. ayobami does not flip the coin.  Is the coin still heads up? ,no,"The coins are all in a single position at that moment, and no one can tell if it's",no,True,emotional,0.6998484081417353,0.8999810510177169,49,1.1000378979645662
162, Q: A coin is heads up. kysha does not flip the coin. candyse flips the coin. cahira flips the coin. malicai flips the coin.  Is the coin still heads up? ,no,It's on its way to head down! The counter should be set for you so it doesn't,unknown,False,emotional,0.6999114178758166,0.899988927234477,49,1.100022145531046
163, Q: A coin is heads up. clauzell flips the coin. mareisha does not flip the coin. vyto does not flip the coin. fikisha does not flip the coin.  Is the coin still heads up? ,no,The head of a number appears on an image in order to indicate that it has been changed by another,no,True,emotional,0.6999493923689467,0.8999936740461183,49,1.1000126519077633
164, Q: A coin is heads up. vinchenzo flips the coin. connor-james flips the coin. galvis does not flip the coin. kamarr flips the coin.  Is the coin still heads up? ,no,"The coins are only considered to be headed head, and thus will remain on top until they reach their",unknown,False,emotional,0.6999709218386497,0.8999963652298313,49,1.1000072695403376
165, Q: A coin is heads up. tenlee flips the coin. dayion does not flip the coin. nemesia does not flip the coin. dionta flips the coin.  Is the coin still heads up? ,yes,"Yes, it has been in play for a long time now and we have seen that there are many",yes,True,emotional,0.6999831732083412,0.8999978966510427,49,1.1000042066979148
166, Q: A coin is heads up. mcnicholas does not flip the coin. monaca does not flip the coin. alpaslan flips the coin. kelman flips the coin.  Is the coin still heads up? ,yes,"Yes, it's head down now (and in fact we've been using this for a while).",yes,True,emotional,0.6999903487415937,0.8999987935926992,49,1.1000024128146015
167, Q: A coin is heads up. dewy does not flip the coin. aseret does not flip the coin. nasere does not flip the coin. velten flips the coin.  Is the coin still heads up? ,no,"Yes, it's head down (the first time). The coins are now in their own ""head",yes,False,factual,0.4199944443788584,0.8649993055473573,42,1.1700013889052854
168, Q: A coin is heads up. wolfgünter flips the coin. coralin does not flip the coin. gadalia does not flip the coin. oidhche flips the coin.  Is the coin still heads up? ,yes,"Yes, it has been turned upside down for about a minute and then suddenly appears to go straight back",yes,True,emotional,0.6719967966328793,0.8964995995791099,49,1.1070008008417802
169, Q: A coin is heads up. jensy flips the coin. quateria flips the coin. urazaly flips the coin. angely does not flip the coin.  Is the coin still heads up? ,no,"No, it's just that there are no coins in circulation at this time (the last two years",no,True,emotional,0.6691981589753331,0.8961497698719166,49,1.1077004602561666
170, Q: A coin is heads up. anakah does not flip the coin. bisto flips the coin. jante flips the coin. braiens does not flip the coin.  Is the coin still heads up? ,yes,"No, it doesn't have a head down position (if you're thinking about that). The bottom",no,False,emotional,0.666118939998707,0.8957648674998384,49,1.1084702650003233
171, Q: A coin is heads up. shteliyana does not flip the coin. megean flips the coin. marayah does not flip the coin. raylah does not flip the coin.  Is the coin still heads up? ,no,The coins are in a state of balance and will continue to be balanced until they reach their current value,unknown,False,emotional,0.6907313895606919,0.8988414236950865,49,1.102317152609827
172, Q: A coin is heads up. diljeet flips the coin. clarisha flips the coin. nihal does not flip the coin. guilda flips the coin.  Is the coin still heads up? ,no,"It's already on its way to being headed down, but it has no chance of getting there before",no,True,factual,0.4126048488534732,0.8640756061066841,42,1.1718487877866317
173, Q: A coin is heads up. marlaena flips the coin. kiare does not flip the coin. naushad flips the coin. janinda does not flip the coin.  Is the coin still heads up? ,yes,"The coins are in a position that they should be and then one of them goes down, but we",unknown,False,emotional,0.6669455178412871,0.8958681897301609,49,1.1082636205396783
174, Q: A coin is heads up. audreena does not flip the coin. heidelies does not flip the coin. wynda flips the coin. kyston flips the coin.  Is the coin still heads up? ,yes,"yes, it has been flipped at some point by a player with no head of any other coins in",yes,True,emotional,0.6670281756255452,0.8958785219531932,49,1.1082429560936138
175, Q: A coin is heads up. cathrin flips the coin. makiesha does not flip the coin. kinuko does not flip the coin. venn flips the coin.  Is the coin still heads up? ,yes,"Yes, it's already heading down to head 1 and this time we're looking at a different direction",yes,True,emotional,0.6646578542320305,0.8955822317790039,49,1.1088355364419924
176, Q: A coin is heads up. debe flips the coin. wojciech-kazimierz does not flip the coin. aspazia flips the coin. natyia does not flip the coin.  Is the coin still heads up? ,yes,"Yes, but only if you know it's headed down or has been flipped on its side of the",yes,True,emotional,0.6898631547698861,0.8987328943462358,49,1.1025342113075285
177, Q: A coin is heads up. shahzeb flips the coin. memoona does not flip the coin. tagen flips the coin. mathijs does not flip the coin.  Is the coin still heads up? ,yes,"yes, it will be until a new hash function for that block changes to one of those hashes with",yes,True,emotional,0.6921549184627461,0.8990193648078433,49,1.1019612703843134
178, Q: A coin is heads up. jonai does not flip the coin. erda flips the coin. mallerie flips the coin. zooey does not flip the coin.  Is the coin still heads up? ,yes,"No, it's gone and nothing has changed since then!",no,False,emotional,0.6946675927464663,0.8993334490933083,49,1.1013331018133834
179, Q: A coin is heads up. vimukt does not flip the coin. vedis flips the coin. kleper flips the coin. brendaa does not flip the coin.  Is the coin still heads up? ,yes,"yes, in a sense it has already been flipped to head-up (or back) status for",yes,True,emotional,0.6976685665979099,0.8997085708247388,49,1.1005828583505224
180, Q: A coin is heads up. thaliyah flips the coin. valdís does not flip the coin. glendell does not flip the coin. chavez does not flip the coin.  Is the coin still heads up? ,no,"No, it was just a different kind of coins and in this case I am looking for an answer",no,True,emotional,0.6984491077807122,0.8998061384725891,49,1.1003877230548218
181, Q: A coin is heads up. yesha flips the coin. janiely flips the coin. ragiu does not flip the coin. oliveira does not flip the coin.  Is the coin still heads up? ,yes,"No, it just looks like a non-coin on paper and has no head value at all (",no,False,emotional,0.6990785267125088,0.8998848158390635,49,1.1002303683218728
182, Q: A coin is heads up. kevonte flips the coin. maveryck flips the coin. hajrije does not flip the coin. tahari does not flip the coin.  Is the coin still heads up? ,yes,"Yes, it has been for some time and now all we can do to make sure that our coins",yes,True,emotional,0.6995196201091131,0.8999399525136391,49,1.1001200949727217
183, Q: A coin is heads up. safrany flips the coin. darris flips the coin. tomonori does not flip the coin. kaat flips the coin.  Is the coin still heads up? ,no,"No, it's a non-zero value of 1 with an optional negative sign and no counter or",no,True,emotional,0.6997047254602333,0.8999630906825291,49,1.1000738186349417
184, Q: A coin is heads up. finstad does not flip the coin. tidwellii flips the coin. khyrell does not flip the coin. quimbley does not flip the coin.  Is the coin still heads up? ,no,"yes, but it's more likely to be tails than forwards and back down in this situation (for",yes,False,emotional,0.6998302872281854,0.8999787859035232,49,1.1000424281929537
185, Q: A coin is heads up. hellat flips the coin. vulnavia flips the coin. debhora flips the coin. sumaiyah does not flip the coin.  Is the coin still heads up? ,no,"Yes, but you should check with your issuer before attempting to set it back down again if there's",yes,False,emotional,0.6999054632797531,0.8999881829099692,49,1.1000236341800618
186, Q: A coin is heads up. finck flips the coin. madelijne does not flip the coin. ionia does not flip the coin. symara does not flip the coin.  Is the coin still heads up? ,no,"No, you can't go back to a previous state of affairs with this game so it's useless",no,True,emotional,0.6999440475968172,0.8999930059496022,49,1.1000139881007958
187, Q: A coin is heads up. fromma does not flip the coin. mandelbaum does not flip the coin. divinefavour does not flip the coin. aspia does not flip the coin.  Is the coin still heads up? ,yes,"That's correct, but we can use it to determine whether this symbol is set in its state or",unknown,False,creative,0.8749679798104755,0.9349959974763093,84,1.030008005047381
188, Q: A coin is heads up. fiorenzo flips the coin. rivero flips the coin. kyra flips the coin. donko does not flip the coin.  Is the coin still heads up? ,no,"No, it was in its original state when we created this game (the first time for a PC",no,True,emotional,0.7174817490687044,0.9034977186335881,53,1.093004562732824
189, Q: A coin is heads up. verley flips the coin. nytavious does not flip the coin. alsiha does not flip the coin. leroyal does not flip the coin.  Is the coin still heads up? ,no,"Yes, it has been flipped in a previous round (see below). The only thing that's changed",yes,False,factual,0.4392393776475997,0.8688486722059499,46,1.1623026555881
190, Q: A coin is heads up. zo flips the coin. samarion does not flip the coin. serene does not flip the coin. nurdagül does not flip the coin.  Is the coin still heads up? ,no,"Yes, it has to be under control of its owner or a controlled third party so the issue can",yes,False,creative,0.8681689106526779,0.9357342388315846,88,1.0285315223368305
191, Q: A coin is heads up. ligaya flips the coin. damarri does not flip the coin. zyhdi flips the coin. khunanon does not flip the coin.  Is the coin still heads up? ,yes,"It's just a simple proof, though it has some interesting stuff going on that we can't really",unknown,False,emotional,0.6924890037368981,0.9008080629671122,53,1.0983838740657754
192, Q: A coin is heads up. gonzalez-puig does not flip the coin. kailo flips the coin. blankumsee does not flip the coin. sónia flips the coin.  Is the coin still heads up? ,yes,"No, it's just that its head has changed and now doesn't show a difference of at least",no,False,emotional,0.6899897292037175,0.9005390974004647,53,1.0989218051990706
193, Q: A coin is heads up. chisom does not flip the coin. asher flips the coin. gennarino does not flip the coin. yakar does not flip the coin.  Is the coin still heads up? ,no,"The head of a countertop in this case would be ""0"" (as we have previously indicated",unknown,False,emotional,0.7150647643593293,0.9037081399199162,54,1.0925837201601678
194, Q: A coin is heads up. boutte does not flip the coin. asime flips the coin. amaani flips the coin. donn flips the coin.  Is the coin still heads up? ,no,"Yes, this time it's a head down (the last turn).",yes,False,emotional,0.6997543497299944,0.9005055300287492,51,1.0989889399425015
195, Q: A coin is heads up. latonya flips the coin. bullins does not flip the coin. loreena flips the coin. almeda flips the coin.  Is the coin still heads up? ,no,"The coins are in their correct state of being headed down, and it may be that they have been",unknown,False,emotional,0.700480884329304,0.900475276734913,50,1.099049446530174
196, Q: A coin is heads up. tenzile flips the coin. seren-grace flips the coin. lukehart flips the coin. labors does not flip the coin.  Is the coin still heads up? ,no,"It's no longer one of your coins, it just has a new head and can be flipped over",no,True,emotional,0.7015299998418627,0.9004688946683578,50,1.0990622106632844
197, Q: A coin is heads up. ahlanie does not flip the coin. ruggiero does not flip the coin. olumide flips the coin. diyari flips the coin.  Is the coin still heads up? ,yes,"Yes, but only if you put a few coins in front of it before moving them to different positions",yes,True,emotional,0.700176523390116,0.900144970143202,50,1.099710059713596
198, Q: A coin is heads up. juantia does not flip the coin. cayse does not flip the coin. incoronato does not flip the coin. rhoddy flips the coin.  Is the coin still heads up? ,no,"Yes, it will remain head down for a few seconds after you turn on your phone and check its",yes,False,emotional,0.7002187407561282,0.9001089141546472,50,1.0997821716907055
199, Q: A coin is heads up. lazavier does not flip the coin. loseff does not flip the coin. corvon does not flip the coin. jamin does not flip the coin.  Is the coin still heads up? ,yes,The coins are headed down if they have been flipped in a way that would cause them to be sent,unknown,False,emotional,0.7001925263988106,0.9000722778966207,50,1.0998554442067585
200, Q: A coin is heads up. craigjames does not flip the coin. yonic does not flip the coin. rioghan does not flip the coin. colbe does not flip the coin.  Is the coin still heads up? ,yes,"Yes, it has been flipped by a new player since its inception in December 2013 and will continue to",yes,True,factual,0.42005877905450545,0.8650326162194469,43,1.1699347675611058
